gene	KO	pathway	description
UNI0116	K00940	map01110	Biosynthesis of secondary metabolites
UNI0116	K00940	map01232	Nucleotide metabolism
UNI0116	K00940	map01240	Biosynthesis of cofactors
UNI0117	K03231	map03013	Nucleocytoplasmic transport
UNI0121	K04802	map03030	DNA replication
UNI0121	K04802	map03410	Base excision repair
UNI0121	K04802	map03420	Nucleotide excision repair
UNI0121	K04802	map03430	Mismatch repair
UNI0128	K03264	map03008	Ribosome biogenesis in eukaryotes
UNI0129	K14300	map03013	Nucleocytoplasmic transport
UNI0137	K08712	map02010	ABC transporters
UNI0142	K14676	map00564	Glycerophospholipid metabolism
UNI0142	K18550	map00230	Purine metabolism
UNI0142	K18550	map00760	Nicotinate and nicotinamide metabolism
UNI0142	K18550	map01100	Metabolic pathways
UNI0142	K18550	map01232	Nucleotide metabolism
UNI0144	K03020	map03020	RNA polymerase
UNI0148	K14550	map03008	Ribosome biogenesis in eukaryotes
UNI0162	K00700	map00500	Starch and sucrose metabolism
UNI0162	K00700	map01100	Metabolic pathways
UNI0162	K00700	map01110	Biosynthesis of secondary metabolites
UNI0167	K01254	map00590	Arachidonic acid metabolism
UNI0167	K01254	map01100	Metabolic pathways
UNI0167	K15428	map00480	Glutathione metabolism
UNI0167	K15428	map01100	Metabolic pathways
UNI0170	K06671	map04111	Cell cycle - yeast
UNI0170	K06671	map04113	Meiosis - yeast
UNI0173	K12861	map03040	Spliceosome
UNI0178	K06116	map00561	Glycerolipid metabolism
UNI0178	K06116	map01100	Metabolic pathways
UNI0178	K06117	map00561	Glycerolipid metabolism
UNI0178	K06117	map01100	Metabolic pathways
UNI0180	K04043	map03018	RNA degradation
UNI0185	K12275	map03060	Protein export
UNI0185	K12275	map04141	Protein processing in endoplasmic reticulum
UNI0188	K15541	map03015	mRNA surveillance pathway
UNI0194	K10575	map04120	Ubiquitin mediated proteolysis
UNI0194	K10575	map04141	Protein processing in endoplasmic reticulum
UNI0216	K06657	map04111	Cell cycle - yeast
UNI0219	K02987	map03010	Ribosome
UNI0224	K21141	map04138	Autophagy - yeast
UNI0226	K09265	map04011	MAPK signaling pathway - yeast
UNI0226	K19807	map04011	MAPK signaling pathway - yeast
UNI0232	K06276	map04011	MAPK signaling pathway - yeast
UNI0240	K00133	map00260	Glycine, serine and threonine metabolism
UNI0240	K00133	map00261	Monobactam biosynthesis
UNI0240	K00133	map00270	Cysteine and methionine metabolism
UNI0240	K00133	map00300	Lysine biosynthesis
UNI0240	K00133	map01100	Metabolic pathways
UNI0240	K00133	map01110	Biosynthesis of secondary metabolites
UNI0240	K00133	map01210	2-Oxocarboxylic acid metabolism
UNI0240	K00133	map01230	Biosynthesis of amino acids
UNI0243	K19849	map04011	MAPK signaling pathway - yeast
UNI0244	K06123	map00564	Glycerophospholipid metabolism
UNI0244	K06123	map00565	Ether lipid metabolism
UNI0244	K06123	map01100	Metabolic pathways
UNI0246	K11231	map04011	MAPK signaling pathway - yeast
UNI0246	K11231	map04139	Mitophagy - yeast
UNI0248	K01876	map00970	Aminoacyl-tRNA biosynthesis
UNI0248	K22503	map00970	Aminoacyl-tRNA biosynthesis
UNI0255	K22211	map00620	Pyruvate metabolism
UNI0255	K22211	map01100	Metabolic pathways
UNI0256	K08852	map04141	Protein processing in endoplasmic reticulum
UNI0258	K12595	map03015	mRNA surveillance pathway
UNI0258	K12595	map03018	RNA degradation
UNI0258	K14416	map03015	mRNA surveillance pathway
UNI0260	K12813	map03040	Spliceosome
UNI0260	K12814	map03040	Spliceosome
UNI0262	K18725	map03013	Nucleocytoplasmic transport
UNI0265	K11095	map03040	Spliceosome
UNI0267	K12600	map03018	RNA degradation
UNI0272	K08501	map04130	SNARE interactions in vesicular transport
UNI0278	K19801	map00562	Inositol phosphate metabolism
UNI0278	K19801	map01100	Metabolic pathways
UNI0278	K19801	map04070	Phosphatidylinositol signaling system
UNI0281	K11644	map04139	Mitophagy - yeast
UNI0294	K06671	map04111	Cell cycle - yeast
UNI0294	K06671	map04113	Meiosis - yeast
UNI0298	K09481	map03060	Protein export
UNI0298	K09481	map04141	Protein processing in endoplasmic reticulum
UNI0298	K09481	map04145	Phagosome
UNI0306	K13566	map00250	Alanine, aspartate and glutamate metabolism
UNI0306	K13566	map01100	Metabolic pathways
UNI0310	K13025	map03013	Nucleocytoplasmic transport
UNI0310	K13025	map03015	mRNA surveillance pathway
UNI0310	K13025	map03040	Spliceosome
UNI0311	K12882	map03013	Nucleocytoplasmic transport
UNI0311	K12882	map03015	mRNA surveillance pathway
UNI0311	K12882	map03040	Spliceosome
UNI0318	K13509	map00561	Glycerolipid metabolism
UNI0318	K13509	map00564	Glycerophospholipid metabolism
UNI0318	K13509	map01100	Metabolic pathways
UNI0318	K13509	map01110	Biosynthesis of secondary metabolites
UNI0321	K01509	map00230	Purine metabolism
UNI0321	K01509	map01100	Metabolic pathways
UNI0321	K01509	map01110	Biosynthesis of secondary metabolites
UNI0321	K01509	map01232	Nucleotide metabolism
UNI0323	K01187	map00052	Galactose metabolism
UNI0323	K01187	map00500	Starch and sucrose metabolism
UNI0323	K01187	map01100	Metabolic pathways
UNI0323	K01187	map01110	Biosynthesis of secondary metabolites
UNI0325	K08712	map02010	ABC transporters
UNI0329	K01178	map00500	Starch and sucrose metabolism
UNI0329	K01178	map01100	Metabolic pathways
UNI0335	K04482	map03440	Homologous recombination
UNI0345	K14655	map00740	Riboflavin metabolism
UNI0345	K14655	map01100	Metabolic pathways
UNI0345	K14655	map01240	Biosynthesis of cofactors
UNI0350	K11866	map04144	Endocytosis
UNI0356	K14303	map03013	Nucleocytoplasmic transport
UNI0368	K00015	map00630	Glyoxylate and dicarboxylate metabolism
UNI0368	K00015	map01100	Metabolic pathways
UNI0368	K00015	map01110	Biosynthesis of secondary metabolites
UNI0371	K12769	map04113	Meiosis - yeast
UNI0380	K03141	map03022	Basal transcription factors
UNI0380	K03141	map03420	Nucleotide excision repair
UNI0385	K00698	map00520	Amino sugar and nucleotide sugar metabolism
UNI0385	K00698	map01100	Metabolic pathways
UNI0402	K02831	map04111	Cell cycle - yeast
UNI0402	K02831	map04113	Meiosis - yeast
UNI0402	K06641	map04111	Cell cycle - yeast
UNI0406	K17906	map04136	Autophagy - other
UNI0406	K17906	map04138	Autophagy - yeast
UNI0409	K03104	map03060	Protein export
UNI0412	K03781	map00380	Tryptophan metabolism
UNI0412	K03781	map00630	Glyoxylate and dicarboxylate metabolism
UNI0412	K03781	map01100	Metabolic pathways
UNI0412	K03781	map01110	Biosynthesis of secondary metabolites
UNI0412	K03781	map01200	Carbon metabolism
UNI0412	K03781	map04011	MAPK signaling pathway - yeast
UNI0412	K03781	map04146	Peroxisome
UNI0412	K03781	map04213	Longevity regulating pathway - multiple species
UNI0413	K14572	map03008	Ribosome biogenesis in eukaryotes
UNI0420	K10838	map03420	Nucleotide excision repair
UNI0426	K12767	map04113	Meiosis - yeast
UNI0426	K12767	map04138	Autophagy - yeast
UNI0426	K12767	map04213	Longevity regulating pathway - multiple species
UNI0427	K11778	map00900	Terpenoid backbone biosynthesis
UNI0427	K11778	map01110	Biosynthesis of secondary metabolites
UNI0428	K00122	map00630	Glyoxylate and dicarboxylate metabolism
UNI0428	K00122	map00680	Methane metabolism
UNI0428	K00122	map01100	Metabolic pathways
UNI0428	K00122	map01200	Carbon metabolism
UNI0434	K20181	map04138	Autophagy - yeast
UNI0438	K08342	map04136	Autophagy - other
UNI0438	K08342	map04138	Autophagy - yeast
UNI0449	K10967	map00514	Other types of O-glycan biosynthesis
UNI0455	K12837	map03040	Spliceosome
UNI0457	K12824	map03040	Spliceosome
UNI0460	K00698	map00520	Amino sugar and nucleotide sugar metabolism
UNI0460	K00698	map01100	Metabolic pathways
UNI0466	K02971	map03010	Ribosome
UNI0469	K12471	map04144	Endocytosis
UNI0471	K11243	map04011	MAPK signaling pathway - yeast
UNI0473	K02269	map00190	Oxidative phosphorylation
UNI0473	K02269	map01100	Metabolic pathways
UNI0477	K13339	map04146	Peroxisome
UNI0487	K04728	map03440	Homologous recombination
UNI0488	K13953	map00010	Glycolysis / Gluconeogenesis
UNI0488	K13953	map00071	Fatty acid degradation
UNI0488	K13953	map00350	Tyrosine metabolism
UNI0488	K13953	map00620	Pyruvate metabolism
UNI0488	K13953	map01100	Metabolic pathways
UNI0488	K13953	map01110	Biosynthesis of secondary metabolites
UNI0490	K00133	map00260	Glycine, serine and threonine metabolism
UNI0490	K00133	map00261	Monobactam biosynthesis
UNI0490	K00133	map00270	Cysteine and methionine metabolism
UNI0490	K00133	map00300	Lysine biosynthesis
UNI0490	K00133	map01100	Metabolic pathways
UNI0490	K00133	map01110	Biosynthesis of secondary metabolites
UNI0490	K00133	map01210	2-Oxocarboxylic acid metabolism
UNI0490	K00133	map01230	Biosynthesis of amino acids
UNI0491	K02145	map00190	Oxidative phosphorylation
UNI0491	K02145	map01100	Metabolic pathways
UNI0491	K02145	map04145	Phagosome
UNI0494	K00231	map00860	Porphyrin metabolism
UNI0494	K00231	map01100	Metabolic pathways
UNI0494	K00231	map01110	Biosynthesis of secondary metabolites
UNI0494	K00231	map01240	Biosynthesis of cofactors
UNI0498	K19798	map04213	Longevity regulating pathway - multiple species
UNI0500	K14569	map03008	Ribosome biogenesis in eukaryotes
UNI0504	K17497	map00051	Fructose and mannose metabolism
UNI0504	K17497	map00520	Amino sugar and nucleotide sugar metabolism
UNI0504	K17497	map01100	Metabolic pathways
UNI0504	K17497	map01110	Biosynthesis of secondary metabolites
UNI0504	K17497	map01240	Biosynthesis of cofactors
UNI0504	K17497	map01250	Biosynthesis of nucleotide sugars
UNI0506	K03881	map00190	Oxidative phosphorylation
UNI0506	K03881	map01100	Metabolic pathways
UNI0508	K14015	map04141	Protein processing in endoplasmic reticulum
UNI0513	K10413	map04145	Phagosome
UNI0518	K07937	map04144	Endocytosis
UNI0522	K08711	map02010	ABC transporters
UNI0522	K08712	map02010	ABC transporters
UNI0529	K20724	map03013	Nucleocytoplasmic transport
UNI0530	K22133	map00630	Glyoxylate and dicarboxylate metabolism
UNI0530	K22133	map01100	Metabolic pathways
UNI0539	K01480	map00330	Arginine and proline metabolism
UNI0539	K01480	map01100	Metabolic pathways
UNI0539	K12255	map00330	Arginine and proline metabolism
UNI0539	K12255	map01100	Metabolic pathways
UNI0546	K01866	map00970	Aminoacyl-tRNA biosynthesis
UNI0552	K01638	map00620	Pyruvate metabolism
UNI0552	K01638	map00630	Glyoxylate and dicarboxylate metabolism
UNI0552	K01638	map01100	Metabolic pathways
UNI0552	K01638	map01110	Biosynthesis of secondary metabolites
UNI0552	K01638	map01200	Carbon metabolism
UNI0555	K06101	map00310	Lysine degradation
UNI0555	K06101	map01100	Metabolic pathways
UNI0556	K13248	map00750	Vitamin B6 metabolism
UNI0556	K13248	map01100	Metabolic pathways
UNI0556	K13248	map01240	Biosynthesis of cofactors
UNI0560	K14288	map03013	Nucleocytoplasmic transport
UNI0565	K00844	map00010	Glycolysis / Gluconeogenesis
UNI0565	K00844	map00051	Fructose and mannose metabolism
UNI0565	K00844	map00052	Galactose metabolism
UNI0565	K00844	map00500	Starch and sucrose metabolism
UNI0565	K00844	map00520	Amino sugar and nucleotide sugar metabolism
UNI0565	K00844	map01100	Metabolic pathways
UNI0565	K00844	map01110	Biosynthesis of secondary metabolites
UNI0565	K00844	map01200	Carbon metabolism
UNI0565	K00844	map01250	Biosynthesis of nucleotide sugars
UNI0571	K12821	map03040	Spliceosome
UNI0573	K01251	map00270	Cysteine and methionine metabolism
UNI0573	K01251	map01100	Metabolic pathways
UNI0576	K08737	map03430	Mismatch repair
UNI0579	K12575	map04111	Cell cycle - yeast
UNI0579	K12575	map04113	Meiosis - yeast
UNI0580	K00122	map00630	Glyoxylate and dicarboxylate metabolism
UNI0580	K00122	map00680	Methane metabolism
UNI0580	K00122	map01100	Metabolic pathways
UNI0580	K00122	map01200	Carbon metabolism
UNI0591	K02994	map03010	Ribosome
UNI0594	K00507	map01040	Biosynthesis of unsaturated fatty acids
UNI0594	K00507	map01100	Metabolic pathways
UNI0594	K00507	map01212	Fatty acid metabolism
UNI0601	K02934	map03010	Ribosome
UNI0602	K11352	map00190	Oxidative phosphorylation
UNI0602	K11352	map01100	Metabolic pathways
UNI0603	K08737	map03430	Mismatch repair
UNI0605	K00122	map00630	Glyoxylate and dicarboxylate metabolism
UNI0605	K00122	map00680	Methane metabolism
UNI0605	K00122	map01100	Metabolic pathways
UNI0605	K00122	map01200	Carbon metabolism
UNI0607	K00864	map00561	Glycerolipid metabolism
UNI0607	K00864	map01100	Metabolic pathways
UNI0608	K06656	map04111	Cell cycle - yeast
UNI0608	K06657	map04111	Cell cycle - yeast
UNI0610	K11231	map04011	MAPK signaling pathway - yeast
UNI0610	K11231	map04139	Mitophagy - yeast
UNI0617	K10777	map03450	Non-homologous end-joining
UNI0617	K12827	map03040	Spliceosome
UNI0619	K13171	map03013	Nucleocytoplasmic transport
UNI0619	K13171	map03015	mRNA surveillance pathway
UNI0653	K14560	map03008	Ribosome biogenesis in eukaryotes
UNI0654	K07375	map04145	Phagosome
UNI0655	K08711	map02010	ABC transporters
UNI0655	K08712	map02010	ABC transporters
UNI0660	K03008	map03020	RNA polymerase
UNI0664	K18468	map04144	Endocytosis
UNI0672	K09503	map04141	Protein processing in endoplasmic reticulum
UNI0680	K00876	map00240	Pyrimidine metabolism
UNI0680	K00876	map01100	Metabolic pathways
UNI0680	K00876	map01232	Nucleotide metabolism
UNI0681	K00276	map00260	Glycine, serine and threonine metabolism
UNI0681	K00276	map00350	Tyrosine metabolism
UNI0681	K00276	map00360	Phenylalanine metabolism
UNI0681	K00276	map00410	beta-Alanine metabolism
UNI0681	K00276	map01100	Metabolic pathways
UNI0681	K00276	map01110	Biosynthesis of secondary metabolites
UNI0682	K02989	map03010	Ribosome
UNI0688	K14405	map03015	mRNA surveillance pathway
UNI0690	K02365	map04111	Cell cycle - yeast
UNI0690	K02365	map04113	Meiosis - yeast
UNI0696	K04409	map04011	MAPK signaling pathway - yeast
UNI0696	K04409	map04392	Hippo signaling pathway - multiple species
UNI0698	K02924	map03010	Ribosome
UNI0708	K03140	map03022	Basal transcription factors
UNI0717	K01188	map00460	Cyanoamino acid metabolism
UNI0717	K01188	map00500	Starch and sucrose metabolism
UNI0717	K01188	map00999	Biosynthesis of various plant secondary metabolites
UNI0717	K01188	map01100	Metabolic pathways
UNI0717	K01188	map01110	Biosynthesis of secondary metabolites
UNI0717	K05349	map00460	Cyanoamino acid metabolism
UNI0717	K05349	map00500	Starch and sucrose metabolism
UNI0717	K05349	map00999	Biosynthesis of various plant secondary metabolites
UNI0717	K05349	map01100	Metabolic pathways
UNI0717	K05349	map01110	Biosynthesis of secondary metabolites
UNI0723	K00902	map00510	N-Glycan biosynthesis
UNI0723	K00902	map01100	Metabolic pathways
UNI0731	K02143	map00190	Oxidative phosphorylation
UNI0731	K02143	map01100	Metabolic pathways
UNI0734	K03685	map03008	Ribosome biogenesis in eukaryotes
UNI0737	K01383	map04011	MAPK signaling pathway - yeast
UNI0737	K06009	map04011	MAPK signaling pathway - yeast
UNI0738	K00940	map00230	Purine metabolism
UNI0738	K00940	map00240	Pyrimidine metabolism
UNI0738	K00940	map01100	Metabolic pathways
UNI0738	K00940	map01110	Biosynthesis of secondary metabolites
UNI0738	K00940	map01232	Nucleotide metabolism
UNI0738	K00940	map01240	Biosynthesis of cofactors
UNI0739	K02151	map00190	Oxidative phosphorylation
UNI0739	K02151	map01100	Metabolic pathways
UNI0739	K02151	map04145	Phagosome
UNI0740	K00589	map00860	Porphyrin metabolism
UNI0740	K00589	map01100	Metabolic pathways
UNI0740	K00589	map01110	Biosynthesis of secondary metabolites
UNI0740	K00589	map01240	Biosynthesis of cofactors
UNI0741	K02540	map03030	DNA replication
UNI0741	K02540	map04111	Cell cycle - yeast
UNI0741	K02540	map04113	Meiosis - yeast
UNI0746	K01756	map00230	Purine metabolism
UNI0746	K01756	map00250	Alanine, aspartate and glutamate metabolism
UNI0746	K01756	map01100	Metabolic pathways
UNI0746	K01756	map01110	Biosynthesis of secondary metabolites
UNI0746	K01756	map01232	Nucleotide metabolism
UNI0746	K01756	map01240	Biosynthesis of cofactors
UNI0751	K02989	map03010	Ribosome
UNI0755	K11262	map00061	Fatty acid biosynthesis
UNI0755	K11262	map00620	Pyruvate metabolism
UNI0755	K11262	map00640	Propanoate metabolism
UNI0755	K11262	map01100	Metabolic pathways
UNI0755	K11262	map01110	Biosynthesis of secondary metabolites
UNI0755	K11262	map01212	Fatty acid metabolism
UNI0763	K08711	map02010	ABC transporters
UNI0763	K08712	map02010	ABC transporters
UNI0767	K12839	map03040	Spliceosome
UNI0774	K10756	map03030	DNA replication
UNI0774	K10756	map03420	Nucleotide excision repair
UNI0774	K10756	map03430	Mismatch repair
UNI0776	K00960	map03020	RNA polymerase
UNI0777	K15628	map02010	ABC transporters
UNI0777	K15628	map04146	Peroxisome
UNI0781	K00624	map04146	Peroxisome
UNI0783	K16196	map04138	Autophagy - yeast
UNI0783	K16196	map04141	Protein processing in endoplasmic reticulum
UNI0784	K10740	map03030	DNA replication
UNI0784	K10740	map03420	Nucleotide excision repair
UNI0784	K10740	map03430	Mismatch repair
UNI0784	K10740	map03440	Homologous recombination
UNI0795	K02891	map03010	Ribosome
UNI0797	K02516	map04011	MAPK signaling pathway - yeast
UNI0797	K02516	map04111	Cell cycle - yeast
UNI0798	K03138	map03022	Basal transcription factors
UNI0800	K19849	map04011	MAPK signaling pathway - yeast
UNI0801	K02903	map03010	Ribosome
UNI0802	K14306	map03013	Nucleocytoplasmic transport
UNI0806	K06647	map04111	Cell cycle - yeast
UNI0810	K04079	map04141	Protein processing in endoplasmic reticulum
UNI0812	K20184	map04138	Autophagy - yeast
UNI0816	K08712	map02010	ABC transporters
UNI0817	K00600	map00260	Glycine, serine and threonine metabolism
UNI0817	K00600	map00460	Cyanoamino acid metabolism
UNI0817	K00600	map00630	Glyoxylate and dicarboxylate metabolism
UNI0817	K00600	map00670	One carbon pool by folate
UNI0817	K00600	map00680	Methane metabolism
UNI0817	K00600	map01100	Metabolic pathways
UNI0817	K00600	map01110	Biosynthesis of secondary metabolites
UNI0817	K00600	map01200	Carbon metabolism
UNI0817	K00600	map01230	Biosynthesis of amino acids
UNI0817	K00600	map01240	Biosynthesis of cofactors
UNI0824	K01187	map00052	Galactose metabolism
UNI0824	K01187	map00500	Starch and sucrose metabolism
UNI0824	K01187	map01100	Metabolic pathways
UNI0824	K01187	map01110	Biosynthesis of secondary metabolites
UNI0829	K06269	map03015	mRNA surveillance pathway
UNI0829	K06269	map04113	Meiosis - yeast
UNI0830	K06661	map04111	Cell cycle - yeast
UNI0830	K06661	map04113	Meiosis - yeast
UNI0831	K12766	map04113	Meiosis - yeast
UNI0833	K14568	map03008	Ribosome biogenesis in eukaryotes
UNI0837	K02144	map00190	Oxidative phosphorylation
UNI0837	K02144	map01100	Metabolic pathways
UNI0837	K02144	map04145	Phagosome
UNI0845	K03860	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
UNI0845	K03860	map01100	Metabolic pathways
UNI0846	K14307	map03013	Nucleocytoplasmic transport
UNI0852	K14312	map03013	Nucleocytoplasmic transport
UNI0857	K12617	map03018	RNA degradation
UNI0864	K20183	map04138	Autophagy - yeast
UNI0874	K02978	map03010	Ribosome
UNI0882	K04567	map00970	Aminoacyl-tRNA biosynthesis
UNI0883	K01115	map00564	Glycerophospholipid metabolism
UNI0883	K01115	map00565	Ether lipid metabolism
UNI0883	K01115	map01100	Metabolic pathways
UNI0883	K01115	map01110	Biosynthesis of secondary metabolites
UNI0883	K01115	map04144	Endocytosis
UNI0886	K00995	map00564	Glycerophospholipid metabolism
UNI0886	K00995	map01100	Metabolic pathways
UNI0890	K11244	map04011	MAPK signaling pathway - yeast
UNI0890	K11244	map04139	Mitophagy - yeast
UNI0891	K10416	map04145	Phagosome
UNI0893	K03021	map03020	RNA polymerase
UNI0899	K01179	map00500	Starch and sucrose metabolism
UNI0899	K01179	map01100	Metabolic pathways
UNI0901	K11984	map03040	Spliceosome
UNI0909	K03882	map00190	Oxidative phosphorylation
UNI0909	K03882	map01100	Metabolic pathways
UNI0911	K01191	map00511	Other glycan degradation
UNI0912	K17774	map04139	Mitophagy - yeast
UNI0916	K08331	map04136	Autophagy - other
UNI0916	K08331	map04138	Autophagy - yeast
UNI0918	K19851	map04011	MAPK signaling pathway - yeast
UNI0929	K12659	map00220	Arginine biosynthesis
UNI0929	K12659	map01100	Metabolic pathways
UNI0929	K12659	map01110	Biosynthesis of secondary metabolites
UNI0929	K12659	map01210	2-Oxocarboxylic acid metabolism
UNI0929	K12659	map01230	Biosynthesis of amino acids
UNI0938	K01114	map00562	Inositol phosphate metabolism
UNI0938	K01114	map00564	Glycerophospholipid metabolism
UNI0938	K01114	map00565	Ether lipid metabolism
UNI0938	K01114	map01100	Metabolic pathways
UNI0938	K01114	map01110	Biosynthesis of secondary metabolites
UNI0946	K01725	map00910	Nitrogen metabolism
UNI0946	K01725	map01100	Metabolic pathways
UNI0951	K00818	map00220	Arginine biosynthesis
UNI0951	K00818	map01100	Metabolic pathways
UNI0951	K00818	map01110	Biosynthesis of secondary metabolites
UNI0951	K00818	map01210	2-Oxocarboxylic acid metabolism
UNI0951	K00818	map01230	Biosynthesis of amino acids
UNI0961	K02936	map03010	Ribosome
UNI0965	K00235	map00020	Citrate cycle (TCA cycle)
UNI0965	K00235	map00190	Oxidative phosphorylation
UNI0965	K00235	map01100	Metabolic pathways
UNI0965	K00235	map01110	Biosynthesis of secondary metabolites
UNI0965	K00235	map01200	Carbon metabolism
UNI0971	K03782	map00360	Phenylalanine metabolism
UNI0971	K03782	map00380	Tryptophan metabolism
UNI0971	K03782	map01100	Metabolic pathways
UNI0971	K03782	map01110	Biosynthesis of secondary metabolites
UNI0972	K09186	map00310	Lysine degradation
UNI0972	K09186	map01100	Metabolic pathways
UNI0972	K10592	map04120	Ubiquitin mediated proteolysis
UNI0973	K00294	map00250	Alanine, aspartate and glutamate metabolism
UNI0973	K00294	map00330	Arginine and proline metabolism
UNI0973	K00294	map01100	Metabolic pathways
UNI0974	K01247	map03410	Base excision repair
UNI0976	K05754	map04138	Autophagy - yeast
UNI0976	K05754	map04144	Endocytosis
UNI0979	K12350	map00600	Sphingolipid metabolism
UNI0979	K12350	map01100	Metabolic pathways
UNI0980	K08493	map04130	SNARE interactions in vesicular transport
UNI0980	K08493	map04138	Autophagy - yeast
UNI0981	K02218	map04011	MAPK signaling pathway - yeast
UNI0981	K02218	map04392	Hippo signaling pathway - multiple species
UNI0982	K06672	map04111	Cell cycle - yeast
UNI0988	K00641	map00270	Cysteine and methionine metabolism
UNI0988	K00641	map00920	Sulfur metabolism
UNI0988	K00641	map01100	Metabolic pathways
UNI0988	K00641	map01110	Biosynthesis of secondary metabolites
UNI0988	K00641	map01230	Biosynthesis of amino acids
UNI0990	K06067	map04213	Longevity regulating pathway - multiple species
UNI0993	K14405	map03015	mRNA surveillance pathway
UNI0998	K01126	map00564	Glycerophospholipid metabolism
UNI0998	K18694	map00564	Glycerophospholipid metabolism
UNI1002	K01568	map00010	Glycolysis / Gluconeogenesis
UNI1002	K01568	map01100	Metabolic pathways
UNI1002	K01568	map01110	Biosynthesis of secondary metabolites
UNI1004	K06636	map04111	Cell cycle - yeast
UNI1004	K06636	map04113	Meiosis - yeast
UNI1007	K20181	map04138	Autophagy - yeast
UNI1012	K02326	map03030	DNA replication
UNI1012	K02326	map03410	Base excision repair
UNI1012	K02326	map03420	Nucleotide excision repair
UNI1014	K01187	map00052	Galactose metabolism
UNI1014	K01187	map00500	Starch and sucrose metabolism
UNI1014	K01187	map01100	Metabolic pathways
UNI1014	K01187	map01110	Biosynthesis of secondary metabolites
UNI1015	K06653	map04111	Cell cycle - yeast
UNI1016	K00486	map00380	Tryptophan metabolism
UNI1016	K00486	map01100	Metabolic pathways
UNI1016	K00486	map01240	Biosynthesis of cofactors
UNI1019	K05293	map00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
UNI1019	K05293	map01100	Metabolic pathways
UNI1020	K01110	map00562	Inositol phosphate metabolism
UNI1020	K01110	map01100	Metabolic pathways
UNI1020	K01110	map04070	Phosphatidylinositol signaling system
UNI1021	K01873	map00970	Aminoacyl-tRNA biosynthesis
UNI1023	K04646	map04144	Endocytosis
UNI1025	K00006	map00564	Glycerophospholipid metabolism
UNI1025	K00006	map01110	Biosynthesis of secondary metabolites
UNI1025	K00006	map04011	MAPK signaling pathway - yeast
UNI1030	K04564	map04146	Peroxisome
UNI1030	K04564	map04213	Longevity regulating pathway - multiple species
UNI1031	K00966	map00051	Fructose and mannose metabolism
UNI1031	K00966	map00520	Amino sugar and nucleotide sugar metabolism
UNI1031	K00966	map01100	Metabolic pathways
UNI1031	K00966	map01110	Biosynthesis of secondary metabolites
UNI1031	K00966	map01240	Biosynthesis of cofactors
UNI1031	K00966	map01250	Biosynthesis of nucleotide sugars
UNI1035	K12626	map03018	RNA degradation
UNI1035	K12626	map03040	Spliceosome
UNI1041	K11426	map00310	Lysine degradation
UNI1041	K11426	map01100	Metabolic pathways
UNI1044	K01483	map00230	Purine metabolism
UNI1044	K01483	map01100	Metabolic pathways
UNI1046	K18669	map04111	Cell cycle - yeast
UNI1047	K05529	map00513	Various types of N-glycan biosynthesis
UNI1047	K05529	map01100	Metabolic pathways
UNI1049	K02892	map03010	Ribosome
UNI1050	K12861	map03040	Spliceosome
UNI1053	K12848	map03040	Spliceosome
UNI1056	K18423	map03013	Nucleocytoplasmic transport
UNI1059	K13333	map00564	Glycerophospholipid metabolism
UNI1060	K14306	map03013	Nucleocytoplasmic transport
UNI1061	K12860	map03040	Spliceosome
UNI1065	K12604	map03018	RNA degradation
UNI1072	K02541	map03030	DNA replication
UNI1072	K02541	map04111	Cell cycle - yeast
UNI1072	K02541	map04113	Meiosis - yeast
UNI1082	K12479	map04138	Autophagy - yeast
UNI1082	K12479	map04144	Endocytosis
UNI1083	K18722	map03013	Nucleocytoplasmic transport
UNI1090	K00900	map00051	Fructose and mannose metabolism
UNI1090	K00900	map01100	Metabolic pathways
UNI1092	K08493	map04130	SNARE interactions in vesicular transport
UNI1092	K08493	map04138	Autophagy - yeast
UNI1102	K02902	map03010	Ribosome
UNI1103	K12761	map04113	Meiosis - yeast
UNI1103	K12761	map04138	Autophagy - yeast
UNI1104	K03809	map00130	Ubiquinone and other terpenoid-quinone biosynthesis
UNI1104	K03809	map01100	Metabolic pathways
UNI1104	K03809	map01110	Biosynthesis of secondary metabolites
UNI1104	K03809	map01240	Biosynthesis of cofactors
UNI1110	K18107	map00040	Pentose and glucuronate interconversions
UNI1110	K18107	map01100	Metabolic pathways
UNI1114	K05546	map00510	N-Glycan biosynthesis
UNI1114	K05546	map01100	Metabolic pathways
UNI1114	K05546	map04141	Protein processing in endoplasmic reticulum
UNI1117	K19842	map04011	MAPK signaling pathway - yeast
UNI1117	K19843	map04011	MAPK signaling pathway - yeast
UNI1118	K00960	map03020	RNA polymerase
UNI1125	K09291	map03013	Nucleocytoplasmic transport
UNI1127	K10413	map04145	Phagosome
UNI1137	K09291	map03013	Nucleocytoplasmic transport
UNI1141	K00851	map00030	Pentose phosphate pathway
UNI1141	K00851	map01100	Metabolic pathways
UNI1141	K00851	map01110	Biosynthesis of secondary metabolites
UNI1141	K00851	map01200	Carbon metabolism
UNI1147	K11205	map00270	Cysteine and methionine metabolism
UNI1147	K11205	map00480	Glutathione metabolism
UNI1147	K11205	map01100	Metabolic pathways
UNI1147	K11205	map01240	Biosynthesis of cofactors
UNI1149	K01256	map00480	Glutathione metabolism
UNI1149	K01256	map01100	Metabolic pathways
